full-title,title,label
<p>เจ้ากรมสวัสดิการทหารบก ยันปล่อยกู้ตามระเบียบ ไม่มีส่วนเกิน-เงินทอน จริงหรือ?</p>,เจ้ากรมสวัสดิการทหารบก ยันปล่อยกู้ตามระเบียบ ไม่มีส่วนเกิน-เงินทอน,real
<p>ข่าวปลอม อย่าแชร์! ขบวนการขนอาวุธ กระสุนปืน ของกองทัพไปขาย</p>,ขบวนการขนอาวุธ กระสุนปืน ของกองทัพไปขาย,fake
<p>ข่าวบิดเบือน อย่าแชร์! พบบุคลากรทางการแพทย์ สถาบันบำราศนราดูร ติดเชื้อไวรัสโคโรนา</p>,พบบุคลากรทางการแพทย์ สถาบันบำราศนราดูร ติดเชื้อไวรัสโคโรนา,incorrect
<p>ข่าวบิดเบือน อย่าแชร์! แม่จ่าคลั่งสุดช้ำใจหนัก ยังทำใจไม่ได้พาตัวคุมเข้มในค่ายทหาร หวั่นคิดสั้น</p>,แม่จ่าคลั่งสุดช้ำใจหนัก ยังทำใจไม่ได้พาตัวคุมเข้มในค่ายทหาร หวั่นคิดสั้น,incorrect
<p>ครม.เพิ่มทุน ธ.ก.ส. 2 หมื่นล้านบาท กระตุ้นเศรษฐกิจฐานราก จริงหรือ?</p>,ครม.เพิ่มทุน ธ.ก.ส. 2 หมื่นล้านบาท กระตุ้นเศรษฐกิจฐานราก,real
<p>ข่าวปลอม อย่าแชร์! กรมสรรพากรเริ่มเก็บภาษีทุกวัด</p>,กรมสรรพากรเริ่มเก็บภาษีทุกวัด,fake
<p>กองทัพบกประกาศรับทายาทผู้บาดเจ็บ และเสียชีวิตจากเหตุการณ์กราดยิงโคราช เข้ารับราชการ จริงหรือ?</p>,กองทัพบกประกาศรับทายาทผู้บาดเจ็บ และเสียชีวิตจากเหตุการณ์กราดยิงโคราช เข้ารับราชการ,real
<p>ข่าวปลอม อย่าแชร์! กลั้นหายใจ เช็คอาการไอ-แน่นหน้าอก ตรวจการติดเชื้อ ‘ไวรัสโคโรนา’ ด้วยตัวเอง</p>,กลั้นหายใจ เช็คอาการไอ-แน่นหน้าอก ตรวจการติดเชื้อ ‘ไวรัสโคโรนา’ ด้วยตัวเอง,fake
<p>ข่าวปลอม อย่าแชร์! ธ.ก.ส. ปล่อยกู้จำนวนเงิน 2 แสนบาท กู้ได้ทุกอาชีพ ไม่มีกำหนดรายได้ขึ้นต่ำ</p>,ธ.ก.ส. ปล่อยกู้จำนวนเงิน 2 แสนบาท กู้ได้ทุกอาชีพ ไม่มีกำหนดรายได้ขึ้นต่ำ,fake
<p>ฝุ่น PM2.5 เพิ่มความเสี่ยงต่อการเกิดโรค และเสียชีวิต จริงหรือ?</p>,ฝุ่น PM2.5 เพิ่มความเสี่ยงต่อการเกิดโรค และเสียชีวิต,real
<p>องค์การอนามัยโลกตั้งชื่อไวรัสโคโรนาสายพันธุ์ใหม่อย่างเป็นทางการว่า COVID-19 จริงหรือ?</p>,องค์การอนามัยโลกตั้งชื่อไวรัสโคโรนาสายพันธุ์ใหม่อย่างเป็นทางการว่า COVID-19,real
<p>ข่าวปลอม อย่าแชร์! ปิดข่าวเงียบ! จ.ระยองพบเด็กเสียชีวิตจากไวรัสโคโรนา (COVID-19) สั่งเผาเลย</p>,ปิดข่าวเงียบ! จ.ระยองพบเด็กเสียชีวิตจากไวรัสโคโรนา (COVID-19) สั่งเผาเลย,fake
<p>ข่าวปลอม อย่าแชร์! มหัศจรรย์น้ำปัสสาวะ รักษาโรค แก้ปวดเมื่อย ช่วยให้ตาใสมองเห็นชัด</p>,มหัศจรรย์น้ำปัสสาวะ รักษาโรค แก้ปวดเมื่อย ช่วยให้ตาใสมองเห็นชัด,fake
<p>เตือน! โรคโมโนนิวคลิโอซิส ติดต่อจากการจูบ มีไข้อ่อนเพลีย มักเกิดกับวัยรุ่น จริงหรือ ?</p>,เตือน! โรคโมโนนิวคลิโอซิส ติดต่อจากการจูบ มีไข้อ่อนเพลีย มักเกิดกับวัยรุ่น ,real
